CONCEPT	DOCULECT	IPA	ID
fish	Old_Kannada	miːn	193
fish	Old_Telugu	t͡ʃeːpa	194
fish	Old_Malayalam	miːn	195
fish	Old_Tamil	miːn	196
dog	Georgian	d͡zaɣli	197
dog	Old_Kannada	naːj	198
dog	Old_Telugu	kʊkːa	199
dog	Old_Malayalam	n̪aːja	200
dog	Old_Tamil	n̪aːj	201
louse	Georgian	tʼili	202
louse	Old_Kannada	peːnu	203
louse	Old_Telugu	peːnu	204
louse	Old_Malayalam	peːn	205
louse	Old_Tamil	peːn	206
snake	Georgian	ɡʷeli	207
snake	Old_Kannada	paːʋu	208
snake	Old_Telugu	paːmu	209
snake	Old_Malayalam	paːmpə	210
snake	Old_Tamil	paːmbu	211
worm	Georgian	t͡ʃʼia	212
worm	Old_Kannada	puɻa	213
worm	Old_Telugu	pʊɾʊɡu	214
worm	Old_Malayalam	puɻu	215
worm	Old_Tamil	puɻu	216
tree	Georgian	χe	217
tree	Old_Kannada	maɾam	218
tree	Old_Telugu	mɾaːnu	219
tree	Old_Malayalam	maɾam	220
tree	Old_Tamil	maɾam	221
forest	Georgian	tʼχʼe	222
forest	Old_Kannada	kaːɖu	223
forest	Old_Malayalam	kaːʈə	224
forest	Old_Tamil	kaːʈu	225
stick	Georgian	d͡ʒoχi	226
stick	Old_Kannada	koːl	227
stick	Old_Telugu	kaɾːa	228
stick	Old_Malayalam	ʋaʈi	229
stick	Old_Tamil	kut͡ʃːi	230
fruit	Georgian	χili	231
fruit	Old_Kannada	paɳːu	232
fruit	Old_Telugu	paɳɖu	233
fruit	Old_Malayalam	paɻam	234
fruit	Old_Tamil	paɻam	235
seed	Georgian	tʰesli	236
seed	Old_Kannada	bit̪ːu	237
seed	Old_Telugu	ʋɪt̪ːanamu	238
seed	Old_Malayalam	ʋit̪ːə	239
seed	Old_Tamil	ʋit̪ːaj	240
leaf	Georgian	pʰotʰoli	241
leaf	Old_Kannada	ele	242
leaf	Old_Telugu	aːku	243
leaf	Old_Malayalam	ila	244
leaf	Old_Tamil	ilaj	245
root	Georgian	pʰesʷi	246
root	Old_Kannada	beːɾ	247
root	Old_Telugu	ʋeːɾu	248
root	Old_Malayalam	ʋeːɾə	249
root	Old_Tamil	ʋeːɾ	250
bark (of a tree)	Georgian	kʰeɾkʰi	251
bark (of a tree)	Old_Kannada	t̪oɡaʈi	252
bark (of a tree)	Old_Telugu	beɾaɖu	253
bark (of a tree)	Old_Malayalam	t̪oːl	254
bark (of a tree)	Old_Tamil	paʈːaj	255
flower	Georgian	χʼʷavili	256
flower	Old_Kannada	puː	257
flower	Old_Telugu	pʊʋːu	258
flower	Old_Malayalam	puː	259
flower	Old_Tamil	puː	260
grass	Georgian	baɫaχi	261
grass	Old_Kannada	pul	262
grass	Old_Telugu	ɡaɖːi	263
grass	Old_Malayalam	pulːə	264
grass	Old_Tamil	pul	265
rope	Georgian	tʰokʼi	266
rope	Old_Kannada	neːɳu	267
rope	Old_Telugu	t̪ɾaːɖu	268
rope	Old_Malayalam	kajar	269
rope	Old_Tamil	kajiru	270
skin	Georgian	kʼani	271
skin	Old_Kannada	t̪oɡal	272
skin	Old_Telugu	t̪oːlu	273
skin	Old_Malayalam	t̪oli	274
skin	Old_Tamil	t̪oːl	275
meat	Georgian	χoɾt͡sʰi	276
meat	Old_Kannada	baːɖu	277
meat	Old_Malayalam	irat͡ʃːi	278
meat	Old_Tamil	irajt͡ʃːi	279
blood	Georgian	sisχli	280
blood	Old_Kannada	net̪ːaɾ	281
blood	Old_Telugu	net̪ːʊɾu	282
blood	Old_Malayalam	kuɾut̪i	283
blood	Old_Tamil	kuɾut̪i	284
bone	Georgian	d͡zʷali	285
bone	Old_Kannada	elubu	286
bone	Old_Telugu	emʊka	287
bone	Old_Malayalam	elːə	288
bone	Old_Tamil	elumbu	289
fat (noun)	Georgian	t͡sʰχimi	290
fat (noun)	Old_Kannada	koɻbu	291
fat (noun)	Old_Telugu	kɾoʋːu	292
fat (noun)	Old_Malayalam	koɻupːə	293
fat (noun)	Old_Tamil	koɻupːu	294
egg	Georgian	kʼʷeɾt͡sʰχi	295
egg	Old_Kannada	moʈːe	296
egg	Old_Telugu	ɡʊɖːu	297
egg	Old_Malayalam	muʈːa	298
egg	Old_Tamil	muʈːaj	299
horn	Georgian	ɾkʰa	300
horn	Old_Kannada	kombu	301
horn	Old_Telugu	komːu	302
horn	Old_Malayalam	kompə	303
horn	Old_Tamil	koːʈu	304
tail	Georgian	kʼudi	305
tail	Old_Kannada	t̪oːka	306
tail	Old_Telugu	t̪oːka	307
tail	Old_Malayalam	ʋaːl	308
tail	Old_Tamil	ʋaːl	309
feather	Georgian	pʰɾtʰa	310
feather	Old_Kannada	ɡaɾi	311
feather	Old_Telugu	iːka	312
feather	Old_Malayalam	t̪uːʋal	313
feather	Old_Tamil	iraku	314
hair	Georgian	tʰma	315
hair	Old_Kannada	kuːd̪alu	316
hair	Old_Telugu	ʋeɳʈɾʊka	317
hair	Old_Malayalam	kuːn̪t̪al	318
hair	Old_Tamil	kat̪upːu	319
head	Georgian	tʰavi	320
head	Old_Kannada	t̪ale	321
head	Old_Telugu	t̪ala	322
head	Old_Malayalam	t̪ala	323
head	Old_Tamil	t̪alaj	324
ear	Georgian	χʼuɾi	325
ear	Old_Kannada	kiʋi	326
ear	Old_Telugu	t͡ʃeʋi	327
ear	Old_Malayalam	t͡ʃeʋi	328
ear	Old_Tamil	t͡ʃeʋi	329
eye	Georgian	tʰʷali	330
eye	Old_Kannada	kaɳːu	331
