CONCEPT	DOCULECT	IPA	ID
to tie	Middle_Persian	bas	354
to sew	Sanskrit	siːʋjɐ	355
to sew	Pali	sibːɐ	356
to sew	Middle_Persian	do:x	357
to count	Sanskrit	ɡɐɳjɐ	358
to count	Pali	gɐɳe	359
to count	Middle_Persian	o:ʃmuɾ	360
to say	Sanskrit	ʋɐk	361
to say	Pali	ʋɐt̪	362
to say	Middle_Persian	guftan	363
to sing	Sanskrit	ɡaːj	364
to sing	Pali	gaːjɐ	365
to sing	Middle_Persian	sɾu:	366
to play	Sanskrit	d̪iːʋjɐ	367
to play	Pali	kiːɭɐ	368
to play	Middle_Persian	wɑ:zi:	369
to float	Sanskrit	plɐʋ	370
to float	Pali	pɐlɐʋɐ	371
to float	Middle_Persian	ʃinɑːwaɾ	372
to flow	Sanskrit	sɐɾ	373
to flow	Pali	d̪ʱaːʋɐ	374
to flow	Middle_Persian	ɾe:x	375
to freeze	Sanskrit	ʃiːj	376
to freeze	Pali	siːjɐ	377
to freeze	Middle_Persian	afsɑ:ɾ	378
to swell	Sanskrit	ʃʋɐj	379
to swell	Pali	pʰaː	380
to swell	Middle_Persian	bɑːd	381
sun	Sanskrit	suːɾjɐ	382
sun	Pali	surijɐ	383
sun	Middle_Persian	xwaɾʃe:d	384
moon	Sanskrit	maːsɐ	385
moon	Pali	tʃɐnd̪ɐ	386
moon	Middle_Persian	mɑ:h	387
star	Sanskrit	nɐkʂɐt̪ɾɐ	388
star	Pali	t̪aːrɐkaː	389
star	Middle_Persian	stɑ:ɾag	390
water	Sanskrit	ɐp	391
water	Pali	dʒɐlɐ	392
water	Middle_Persian	ɑ:b	393
rain	Sanskrit	ʋɐɾʂɐ	394
rain	Pali	ʋɐssɐ	395
rain	Middle_Persian	wɑ:ɾɑ:n	396
river	Sanskrit	nɐd̪iː	397
river	Pali	nɐd̪iː	398
river	Middle_Persian	ɾo:d	399
lake	Sanskrit	sɐɾɐs	400
lake	Pali	sɐrɐ	401
lake	Middle_Persian	waɾ	402
sea	Sanskrit	sɐmud̪ɾɐ	403
sea	Pali	sɐmud̪ːɐ	404
sea	Middle_Persian	zɾe:j	405
salt	Sanskrit	lɐʋɐɳɐ	406
salt	Pali	loɳɐ	407
salt	Middle_Persian	namak	408
stone	Sanskrit	ɐʃmɐn	409
